"carro","dono","marca","Estilo","Acabamento","Posição de dirigir","Instrumentos","Interior","Porta-malas","Desempenho","Motor","Câmbio","Freios","Suspensão","Consumo","Estabilidade","Custo-Benefício ","Recomendação","indice","Class_NPS"
"Celta",320,"Chevrolet",6,6,6,7,7,8,6,7,7,8,7,8,5,9,9,2211,"Promotores"
"Celta",321,"Chevrolet",8,6,7,5,5,6,8,10,8,6,6,10,9,10,10,2212,"Promotores"
"Celta",322,"Chevrolet",7,3,7,7,3,5,2,5,8,7,6,9,8,9,6,2213,"Detratores"
"Celta",323,"Chevrolet",7,5,2,1,1,3,7,10,8,9,10,10,10,8,10,2214,"Promotores"
"Celta",324,"Chevrolet",7,5,6,5,7,6,7,8,8,8,0,7,5,7,8,2215,"Passivos"
"Celta",325,"Chevrolet",9,7,7,6,7,8,10,9,8,7,9,9,8,8,8,2216,"Passivos"
"Celta",326,"Chevrolet",8,5,6,7,5,5,8,8,8,5,5,9,8,8,8,2217,"Passivos"
"Celta",327,"Chevrolet",7,8,5,7,6,4,10,10,10,8,8,10,10,10,10,2218,"Promotores"
"Celta",328,"Chevrolet",9,6,7,8,8,8,9,9,7,7,7,10,7,10,8,2219,"Passivos"
"Celta",329,"Chevrolet",9,7,6,5,8,8,10,5,7,8,8,9,9,10,10,2220,"Promotores"
"Celta",330,"Chevrolet",6,1,4,5,6,6,7,7,6,5,3,4,8,8,3,2221,"Detratores"
"Celta",331,"Chevrolet",7,4,6,7,5,5,7,4,5,5,4,7,8,8,6,2222,"Detratores"
"Celta",332,"Chevrolet",7,2,0,9,0,8,8,7,8,8,8,0,8,4,5,2223,"Detratores"
"Celta",333,"Chevrolet",10,4,2,5,2,4,9,9,8,8,4,2,8,8,5,2224,"Detratores"
"Celta",334,"Chevrolet",0,7,7,9,7,7,9,8,7,9,8,10,9,8,10,2225,"Promotores"
"Celta",335,"Chevrolet",7,0,0,5,3,7,8,10,10,10,6,10,10,10,9,2226,"Promotores"
"Celta",336,"Chevrolet",8,6,8,10,5,5,9,8,8,9,7,9,8,9,8,2227,"Passivos"
"Celta",337,"Chevrolet",7,6,5,7,5,5,7,10,10,10,7,8,10,10,9,2228,"Promotores"
"Celta",338,"Chevrolet",8,6,6,6,8,6,9,8,7,7,6,10,8,8,6,2229,"Detratores"
"Celta",339,"Chevrolet",8,7,7,8,7,6,7,8,7,8,8,9,8,8,8,2230,"Passivos"
"Celta",340,"Chevrolet",8,8,7,8,0,7,8,8,5,6,5,9,6,9,8,2231,"Passivos"
"Celta",341,"Chevrolet",7,6,6,5,6,6,7,6,6,6,6,8,6,6,6,2232,"Detratores"
"Celta",342,"Chevrolet",6,6,5,6,5,6,7,8,7,7,6,9,7,9,9,2233,"Promotores"
"Celta",343,"Chevrolet",8,8,8,8,8,7,10,10,9,7,8,8,7,8,9,2234,"Promotores"
"Celta",344,"Chevrolet",8,3,4,5,4,7,7,7,8,8,4,3,8,7,7,2235,"Passivos"
"Celta",345,"Chevrolet",8,6,8,8,7,7,10,9,9,9,8,9,8,10,10,2236,"Promotores"
"Celta",346,"Chevrolet",10,9,9,10,9,10,10,10,10,9,9,10,8,10,10,2237,"Promotores"
"Celta",347,"Chevrolet",7,5,0,4,4,4,7,9,0,7,7,7,7,7,8,2238,"Passivos"
"Celta",348,"Chevrolet",7,1,8,6,2,3,7,0,9,6,5,9,5,3,5,2239,"Detratores"
"Celta",349,"Chevrolet",7,1,5,6,1,5,8,7,7,2,2,9,4,8,5,2240,"Detratores"
"Celta",350,"Chevrolet",10,7,8,10,8,10,8,8,7,9,9,6,9,8,10,2241,"Promotores"
"Celta",351,"Chevrolet",8,4,7,6,6,6,7,7,6,6,5,6,6,6,8,2242,"Passivos"
"Celta",352,"Chevrolet",7,6,8,6,6,7,7,0,7,7,6,8,9,6,7,2243,"Passivos"
"Celta",353,"Chevrolet",6,5,6,7,7,0,7,9,7,9,9,10,10,10,9,2244,"Promotores"
"Celta",354,"Chevrolet",7,4,4,5,4,4,6,7,0,7,7,10,7,10,8,2245,"Passivos"
"Celta",355,"Chevrolet",9,8,10,10,9,9,10,9,10,7,10,10,10,10,10,2246,"Promotores"
"Celta",356,"Chevrolet",8,6,2,5,3,6,9,9,9,9,4,3,8,6,4,2247,"Detratores"
"Celta",357,"Chevrolet",6,4,3,5,5,5,6,2,5,5,4,8,6,8,7,2248,"Passivos"
"Celta",358,"Chevrolet",9,5,9,4,2,6,8,8,9,7,5,10,8,10,8,2249,"Passivos"
"Celta",359,"Chevrolet",9,4,8,5,4,4,10,4,8,8,7,10,6,9,8,2250,"Passivos"
"Celta",360,"Chevrolet",10,7,7,9,8,10,10,9,10,8,9,10,10,10,10,2251,"Promotores"
"Celta",361,"Chevrolet",6,4,4,5,6,3,5,3,2,9,4,8,4,8,5,2252,"Detratores"
"Celta",362,"Chevrolet",9,7,10,10,7,9,10,9,10,10,9,8,9,10,10,2253,"Promotores"
"Celta",363,"Chevrolet",7,7,10,9,5,8,10,9,5,10,8,10,10,9,10,2254,"Promotores"
"Celta",364,"Chevrolet",6,5,7,6,4,6,7,6,8,5,8,7,7,9,7,2255,"Passivos"
"Celta",365,"Chevrolet",10,6,6,9,8,10,10,10,8,9,10,10,10,10,10,2256,"Promotores"
"Celta",366,"Chevrolet",7,5,6,6,4,4,7,7,7,7,6,9,8,9,9,2257,"Promotores"
"Celta",367,"Chevrolet",4,1,4,2,1,1,6,4,4,4,4,7,7,5,3,2258,"Detratores"
"Celta",368,"Chevrolet",6,3,4,6,5,5,7,6,3,6,6,8,6,5,6,2259,"Detratores"
"Celta",369,"Chevrolet",8,4,7,6,5,5,10,10,8,8,8,8,6,9,10,2260,"Promotores"
"Celta",370,"Chevrolet",8,8,8,5,6,4,6,9,8,8,7,10,9,9,8,2261,"Passivos"
"Celta",371,"Chevrolet",8,6,8,7,7,7,10,10,10,10,8,8,7,8,8,2262,"Passivos"
"Celta",372,"Chevrolet",10,7,8,9,8,9,9,10,9,9,10,9,10,10,9,2263,"Promotores"
"Celta",373,"Chevrolet",8,7,8,5,5,8,8,8,7,7,5,8,7,8,8,2264,"Passivos"
"Celta",374,"Chevrolet",9,7,8,7,7,9,10,8,8,10,6,10,10,9,10,2265,"Promotores"
"Celta",375,"Chevrolet",10,0,10,10,5,4,10,0,3,10,10,8,8,8,5,2266,"Detratores"
"Celta",376,"Chevrolet",8,6,6,6,5,8,8,8,7,7,2,8,0,5,2,2267,"Detratores"
"Celta",377,"Chevrolet",7,5,7,7,4,6,8,8,1,8,4,6,7,7,7,2268,"Passivos"
"Celta",378,"Chevrolet",8,6,7,5,7,8,9,9,7,7,6,8,6,9,9,2269,"Promotores"
"Celta",379,"Chevrolet",7,7,7,6,7,8,8,8,7,9,7,10,9,10,10,2270,"Promotores"
"Celta",380,"Chevrolet",10,2,5,10,9,6,10,8,1,6,9,9,9,9,6,2271,"Detratores"
"Celta",381,"Chevrolet",9,7,0,2,0,0,2,7,3,2,0,5,3,9,0,2272,"Detratores"
"Celta",382,"Chevrolet",8,4,1,4,0,1,7,7,5,10,9,2,5,5,5,2273,"Detratores"
"Celta",383,"Chevrolet",9,7,8,8,7,7,10,10,9,8,8,10,9,10,10,2274,"Promotores"
"Celta",384,"Chevrolet",5,4,8,5,5,7,8,9,9,9,6,9,7,8,7,2275,"Passivos"
"Celta",385,"Chevrolet",8,4,8,6,5,6,6,8,6,5,6,6,6,10,7,2276,"Passivos"
"Celta",386,"Chevrolet",8,6,7,7,6,5,8,8,8,8,8,9,7,9,9,2277,"Promotores"
"Celta",387,"Chevrolet",8,6,7,8,9,6,7,8,7,7,8,8,8,9,9,2278,"Promotores"
"Celta",388,"Chevrolet",10,9,5,5,5,7,10,10,9,10,8,9,9,9,10,2279,"Promotores"
"Celta",389,"Chevrolet",8,7,8,7,7,7,7,9,9,9,9,10,8,9,9,2280,"Promotores"
"Celta",390,"Chevrolet",5,3,5,2,2,2,4,4,2,2,0,1,0,2,3,2281,"Detratores"
"Celta",391,"Chevrolet",8,7,9,9,7,7,8,10,9,9,9,9,8,8,9,2282,"Promotores"
"Celta",392,"Chevrolet",8,6,7,7,6,6,9,9,8,8,6,9,7,9,8,2283,"Passivos"
"Celta",393,"Chevrolet",9,8,3,8,6,7,8,9,8,7,8,8,10,8,5,2284,"Detratores"
"Celta",394,"Chevrolet",7,4,6,5,3,5,7,9,5,7,5,8,7,6,5,2285,"Detratores"
"Celta",395,"Chevrolet",8,6,7,8,7,5,10,10,7,7,7,10,10,10,10,2286,"Promotores"
"Celta",396,"Chevrolet",7,5,6,5,4,5,6,6,6,6,6,8,7,9,8,2287,"Passivos"
"Celta",397,"Chevrolet",7,7,7,7,6,6,9,10,7,9,9,10,10,10,10,2288,"Promotores"
"Celta",398,"Chevrolet",9,7,8,9,8,8,10,8,9,8,7,9,8,8,10,2289,"Promotores"
"Celta",399,"Chevrolet",8,4,5,7,7,7,8,7,8,8,8,7,10,10,10,2290,"Promotores"
"Celta",400,"Chevrolet",9,9,9,8,8,8,9,9,9,8,7,9,6,9,8,2291,"Passivos"
"Celta",401,"Chevrolet",9,7,10,10,10,8,10,10,10,10,9,10,10,10,10,2292,"Promotores"
"Celta",402,"Chevrolet",10,10,10,6,8,10,10,10,10,8,10,7,10,7,10,2293,"Promotores"
"Celta",403,"Chevrolet",7,4,6,8,6,6,7,3,5,6,6,5,7,7,3,2294,"Detratores"
"Celta",404,"Chevrolet",8,6,9,8,8,9,9,7,7,9,7,8,9,10,10,2295,"Promotores"
"Celta",405,"Chevrolet",10,4,8,5,7,4,7,8,9,9,10,9,9,10,9,2296,"Promotores"
"Celta",406,"Chevrolet",10,10,10,10,9,7,10,10,10,10,10,10,10,10,10,2297,"Promotores"
"Celta",407,"Chevrolet",7,0,5,4,5,9,8,7,7,8,1,9,0,7,6,2298,"Detratores"
"Celta",408,"Chevrolet",8,5,7,6,5,6,9,9,8,7,7,9,7,10,8,2299,"Passivos"
"Celta",409,"Chevrolet",9,5,8,9,6,8,8,9,9,8,8,9,7,8,8,2300,"Passivos"
"Celta",410,"Chevrolet",8,6,6,7,6,6,9,8,7,5,7,8,6,9,8,2301,"Passivos"
"Celta",411,"Chevrolet",5,3,4,3,2,5,0,0,5,5,0,3,3,4,0,2302,"Detratores"
"Celta",412,"Chevrolet",9,8,8,10,9,9,10,10,9,10,10,10,10,10,10,2303,"Promotores"
"Celta",413,"Chevrolet",4,10,10,2,2,7,4,10,5,5,10,10,5,8,10,2304,"Promotores"
"Celta",414,"Chevrolet",8,5,7,7,6,6,8,7,7,8,6,8,9,7,8,2305,"Passivos"
"Celta",415,"Chevrolet",6,5,2,2,4,8,5,5,5,5,3,1,8,5,5,2306,"Detratores"
"Celta",416,"Chevrolet",8,8,9,8,8,7,9,9,8,8,7,8,9,8,9,2307,"Promotores"
"Celta",417,"Chevrolet",10,5,8,5,6,5,10,7,7,8,8,10,8,10,9,2308,"Promotores"
"Celta",418,"Chevrolet",9,2,5,5,3,0,7,6,4,4,6,8,7,9,7,2309,"Passivos"
"Celta",419,"Chevrolet",7,4,6,6,6,6,7,7,7,7,5,7,6,7,6,2310,"Detratores"
"Celta",420,"Chevrolet",7,3,6,3,1,2,3,1,0,5,1,10,5,6,3,2311,"Detratores"
"Celta",421,"Chevrolet",8,6,6,7,6,6,8,8,7,7,6,8,7,9,8,2312,"Passivos"
"Celta",422,"Chevrolet",4,1,3,5,1,2,3,3,4,3,0,2,3,7,0,2313,"Detratores"
"Celta",423,"Chevrolet",8,6,9,8,7,8,8,8,8,8,7,8,8,8,7,2314,"Passivos"
"Celta",424,"Chevrolet",9,6,6,9,6,8,10,9,10,10,7,6,8,8,8,2315,"Passivos"
"Celta",425,"Chevrolet",8,8,7,8,7,9,9,10,9,9,9,10,9,10,10,2316,"Promotores"
"Celta",426,"Chevrolet",8,8,4,10,9,3,3,6,8,6,3,4,4,2,5,2317,"Detratores"
"Celta",427,"Chevrolet",9,7,8,7,7,9,10,10,9,9,10,8,10,10,10,2318,"Promotores"
"Celta",428,"Chevrolet",8,6,7,7,6,6,7,7,8,8,5,8,7,8,5,2319,"Detratores"
"Celta",429,"Chevrolet",8,7,6,7,6,7,8,7,6,8,6,7,6,8,7,2320,"Passivos"
"Celta",430,"Chevrolet",6,2,0,0,0,1,3,0,0,8,0,10,5,6,3,2321,"Detratores"
"Celta",431,"Chevrolet",8,7,8,10,6,8,10,9,7,5,4,6,5,8,7,2322,"Passivos"
"Celta",432,"Chevrolet",10,4,5,10,5,4,9,6,7,6,7,7,7,8,7,2323,"Passivos"
"Celta",433,"Chevrolet",10,5,9,5,5,4,8,2,8,8,9,10,8,7,7,2324,"Passivos"
"Celta",434,"Chevrolet",9,3,5,6,1,3,8,5,9,9,4,7,3,2,5,2325,"Detratores"
"Celta",435,"Chevrolet",8,2,6,0,6,10,8,8,5,1,2,10,8,8,8,2326,"Passivos"
"Celta",436,"Chevrolet",8,2,2,7,2,8,8,0,5,2,2,5,1,2,0,2327,"Detratores"
"Celta",437,"Chevrolet",8,7,8,7,7,7,7,8,7,9,8,9,7,6,9,2328,"Promotores"
"Celta",438,"Chevrolet",8,6,6,6,5,5,6,8,8,7,6,7,9,9,9,2329,"Promotores"
"Celta",439,"Chevrolet",9,7,0,7,7,7,8,8,8,8,8,6,8,7,5,2330,"Detratores"
"Celta",440,"Chevrolet",8,7,6,5,7,7,8,7,9,9,7,8,8,7,8,2331,"Passivos"
"Celta",441,"Chevrolet",10,8,10,8,8,10,10,9,9,9,9,10,10,10,10,2332,"Promotores"
"Celta",442,"Chevrolet",9,7,7,6,6,7,8,9,7,7,6,10,7,9,10,2333,"Promotores"
"Celta",443,"Chevrolet",9,9,8,8,8,8,9,10,8,8,8,10,7,0,9,2334,"Promotores"
"Celta",444,"Chevrolet",7,3,6,6,2,4,7,10,8,8,8,10,5,10,10,2335,"Promotores"
"Celta",445,"Chevrolet",8,6,7,8,6,5,9,8,7,6,7,9,8,9,7,2336,"Passivos"
"Celta",446,"Chevrolet",9,7,8,6,6,6,7,8,6,8,8,10,6,8,7,2337,"Passivos"
"Celta",447,"Chevrolet",9,6,8,7,6,6,6,8,7,8,7,7,7,9,8,2338,"Passivos"
"Celta",448,"Chevrolet",10,8,10,9,10,8,9,10,9,8,10,9,10,10,10,2339,"Promotores"
"Celta",449,"Chevrolet",9,3,5,7,5,6,9,9,8,8,7,7,7,9,10,2340,"Promotores"
"Celta",450,"Chevrolet",8,5,5,4,6,7,8,1,5,8,7,8,8,8,7,2341,"Passivos"
"Celta",451,"Chevrolet",7,5,4,5,3,6,7,7,5,4,2,0,1,3,0,2342,"Detratores"
"Celta",452,"Chevrolet",8,7,8,7,7,6,8,8,8,8,8,9,8,10,10,2343,"Promotores"
"Celta",453,"Chevrolet",8,4,5,5,3,4,9,7,8,8,5,7,7,9,8,2344,"Passivos"
"Celta",454,"Chevrolet",10,7,9,9,8,7,7,7,7,7,8,7,8,8,8,2345,"Passivos"
"Celta",455,"Chevrolet",6,7,8,8,5,5,7,5,6,8,8,7,8,9,6,2346,"Detratores"
"Celta",456,"Chevrolet",8,6,7,6,6,2,7,7,2,5,7,10,6,8,6,2347,"Detratores"
"Celta",457,"Chevrolet",8,6,9,9,7,9,10,9,7,4,8,10,9,9,10,2348,"Promotores"
"Celta",458,"Chevrolet",8,8,10,10,9,9,9,10,9,8,10,10,10,9,10,2349,"Promotores"
"Celta",459,"Chevrolet",9,7,8,7,8,6,7,6,8,8,7,8,8,7,7,2350,"Passivos"
"Celta",460,"Chevrolet",7,5,10,8,6,10,5,5,5,8,5,10,7,5,5,2351,"Detratores"
"Celta",461,"Chevrolet",10,7,8,0,8,9,9,10,10,9,7,10,9,10,10,2352,"Promotores"
"Celta",462,"Chevrolet",8,4,7,4,6,6,7,9,7,10,8,10,10,10,9,2353,"Promotores"
"Celta",463,"Chevrolet",6,6,5,4,2,5,4,4,6,5,6,8,1,9,5,2354,"Detratores"
"Celta",464,"Chevrolet",6,1,8,3,4,4,7,7,2,5,4,8,7,6,5,2355,"Detratores"
"Celta",465,"Chevrolet",8,4,7,8,3,7,6,8,8,8,6,10,7,9,8,2356,"Passivos"
"Celta",466,"Chevrolet",9,7,3,8,4,8,8,8,4,7,4,7,5,8,2,2357,"Detratores"
"Celta",467,"Chevrolet",6,4,5,3,3,3,10,9,7,4,6,5,5,8,8,2358,"Passivos"
"Celta",468,"Chevrolet",9,6,8,6,6,7,10,10,8,8,7,8,9,10,10,2359,"Promotores"
"Celta",469,"Chevrolet",9,0,0,5,4,5,6,4,5,4,6,7,7,6,3,2360,"Detratores"
"Celta",470,"Chevrolet",10,6,7,5,5,5,7,10,8,8,8,10,7,10,10,2361,"Promotores"
"Celta",471,"Chevrolet",9,7,9,8,9,6,7,7,7,8,7,10,7,8,8,2362,"Passivos"
"Celta",472,"Chevrolet",7,7,9,5,8,7,8,0,8,7,7,3,6,6,4,2363,"Detratores"
"Celta",473,"Chevrolet",9,8,8,5,7,7,9,5,7,7,6,8,7,9,9,2364,"Promotores"
"Celta",474,"Chevrolet",10,6,8,6,8,8,7,7,7,9,8,0,10,5,4,2365,"Detratores"
"Celta",475,"Chevrolet",8,5,6,6,7,5,7,7,6,6,7,9,6,7,7,2366,"Passivos"
"Celta",476,"Chevrolet",10,6,10,10,8,6,10,10,10,8,10,9,9,10,10,2367,"Promotores"
"Celta",477,"Chevrolet",9,2,3,0,3,5,7,0,0,7,1,8,1,10,5,2368,"Detratores"
"Celta",478,"Chevrolet",9,4,7,5,6,7,5,4,4,6,5,1,8,7,5,2369,"Detratores"
"Celta",479,"Chevrolet",10,7,8,7,7,8,10,8,9,7,8,8,8,9,9,2370,"Promotores"
"Celta",480,"Chevrolet",9,6,8,7,7,7,10,10,9,7,5,8,8,10,10,2371,"Promotores"
"Celta",481,"Chevrolet",9,5,8,4,8,8,10,8,9,6,8,8,9,9,10,2372,"Promotores"
"Celta",482,"Chevrolet",8,7,8,8,7,7,8,3,8,9,9,0,9,8,9,2373,"Promotores"
"Celta",483,"Chevrolet",10,8,10,9,8,7,9,9,8,10,9,10,9,10,9,2374,"Promotores"
"Montana",1,"Chevrolet",7,7,8,9,9,9,7,7,7,9,8,8,8,8,8,2375,"Passivos"
"Montana",2,"Chevrolet",9,7,9,9,9,9,10,10,10,5,9,9,10,9,8,2376,"Passivos"
"Montana",3,"Chevrolet",9,9,6,9,6,10,10,10,9,8,9,8,9,10,10,2377,"Promotores"
"Montana",4,"Chevrolet",9,7,7,6,6,9,9,8,8,7,7,5,8,6,0,2378,"Detratores"
"Montana",5,"Chevrolet",10,9,9,9,10,10,8,7,8,9,9,7,8,9,9,2379,"Promotores"
"Montana",6,"Chevrolet",10,7,8,7,7,10,9,10,7,8,10,9,10,10,10,2380,"Promotores"
"Montana",7,"Chevrolet",9,7,4,6,7,7,8,8,8,8,8,7,8,6,8,2381,"Passivos"
"Montana",8,"Chevrolet",8,5,7,8,7,7,8,8,8,8,7,8,8,8,5,2382,"Detratores"
"Montana",9,"Chevrolet",10,7,5,8,5,3,2,2,6,8,8,3,9,4,3,2383,"Detratores"
"Montana",10,"Chevrolet",9,4,6,9,3,6,3,6,6,6,0,2,7,4,0,2384,"Detratores"
"Montana",11,"Chevrolet",9,3,4,4,4,10,0,0,5,9,6,5,5,2,0,2385,"Detratores"
"Montana",12,"Chevrolet",8,6,6,8,8,10,8,7,7,8,8,6,7,6,7,2386,"Passivos"
"Montana",13,"Chevrolet",10,1,7,6,5,5,1,1,4,3,7,0,5,4,0,2387,"Detratores"
"Montana",14,"Chevrolet",7,5,6,6,6,6,5,5,4,4,4,4,4,4,0,2388,"Detratores"
"Montana",15,"Chevrolet",8,4,0,5,0,10,8,8,1,1,5,1,3,3,2,2389,"Detratores"
"Montana",16,"Chevrolet",8,8,7,9,9,8,9,9,7,8,6,6,9,8,9,2390,"Promotores"
"Montana",17,"Chevrolet",8,7,6,7,9,8,5,5,8,8,8,4,7,6,5,2391,"Detratores"
"Montana",18,"Chevrolet",10,8,9,9,10,10,7,9,8,8,9,7,10,10,10,2392,"Promotores"
"Montana",19,"Chevrolet",7,7,8,8,8,7,2,0,3,3,5,2,3,6,0,2393,"Detratores"
"Montana",20,"Chevrolet",9,5,5,8,8,10,8,8,8,5,6,8,6,9,8,2394,"Passivos"
"Montana",21,"Chevrolet",8,6,10,8,10,10,8,8,8,8,8,10,10,8,9,2395,"Promotores"
"Montana",22,"Chevrolet",8,6,5,9,6,7,5,5,6,4,5,8,8,8,8,2396,"Passivos"
"Montana",23,"Chevrolet",10,8,9,10,9,10,8,9,8,8,8,8,9,6,9,2397,"Promotores"
"Montana",24,"Chevrolet",9,8,6,8,7,10,5,8,7,7,7,5,5,8,7,2398,"Passivos"
"Montana",25,"Chevrolet",9,9,7,8,9,9,7,9,7,8,9,9,10,8,8,2399,"Passivos"
"Montana",26,"Chevrolet",6,1,1,6,2,8,1,6,2,0,6,4,3,6,0,2400,"Detratores"
"Montana",27,"Chevrolet",10,9,10,10,10,10,9,9,10,10,10,8,9,10,10,2401,"Promotores"
"Montana",28,"Chevrolet",8,7,6,6,5,7,8,8,8,8,8,0,7,5,3,2402,"Detratores"
"Montana",29,"Chevrolet",9,2,10,10,9,10,3,8,10,9,7,5,5,5,5,2403,"Detratores"
"Montana",30,"Chevrolet",9,2,7,8,8,8,2,2,7,3,5,0,4,2,2,2404,"Detratores"
"Montana",31,"Chevrolet",10,7,7,9,8,8,5,5,5,7,0,5,3,5,0,2405,"Detratores"
"Montana",32,"Chevrolet",10,10,8,10,8,10,9,10,8,9,10,8,9,9,10,2406,"Promotores"
"Montana",33,"Chevrolet",10,7,6,9,8,8,8,7,8,6,6,2,6,5,5,2407,"Detratores"
"Montana",34,"Chevrolet",8,6,5,8,8,9,10,10,10,6,10,3,10,6,7,2408,"Passivos"
"Montana",35,"Chevrolet",5,4,6,6,5,5,3,3,3,8,5,4,4,0,0,2409,"Detratores"
"Montana",36,"Chevrolet",10,8,10,10,9,9,8,10,6,9,9,7,10,9,10,2410,"Promotores"
"Montana",37,"Chevrolet",9,5,8,8,6,6,7,7,8,8,7,7,8,9,8,2411,"Passivos"
"Montana",38,"Chevrolet",9,3,10,10,10,10,5,3,3,3,2,1,8,3,3,2412,"Detratores"
"Montana",39,"Chevrolet",8,5,8,8,9,9,6,8,8,8,9,5,5,6,8,2413,"Passivos"
"Montana",40,"Chevrolet",9,9,9,10,9,10,9,8,9,9,9,9,9,10,10,2414,"Promotores"
"Montana",41,"Chevrolet",8,2,8,9,7,10,9,8,9,4,3,7,7,5,0,2415,"Detratores"
"Montana",42,"Chevrolet",7,1,8,6,4,10,1,1,6,0,9,4,5,3,0,2416,"Detratores"
"Montana",43,"Chevrolet",10,10,9,9,10,10,7,7,7,7,7,7,6,8,9,2417,"Promotores"
"Montana",44,"Chevrolet",10,6,3,8,8,10,7,8,8,9,3,0,8,3,0,2418,"Detratores"
"Montana",45,"Chevrolet",8,8,8,8,7,5,8,8,8,7,6,7,5,7,7,2419,"Passivos"
"Montana",46,"Chevrolet",8,8,5,9,8,0,8,8,9,8,0,5,4,0,0,2420,"Detratores"
"Montana",47,"Chevrolet",10,1,9,10,7,7,4,0,1,5,5,7,8,4,0,2421,"Detratores"
"Montana",48,"Chevrolet",9,8,8,9,8,10,10,10,7,7,9,8,10,8,8,2422,"Passivos"
"Montana",49,"Chevrolet",9,7,9,9,9,9,5,6,7,6,9,4,7,7,4,2423,"Detratores"
"Montana",50,"Chevrolet",8,7,7,6,6,10,9,9,7,9,8,8,8,8,9,2424,"Promotores"
"Montana",51,"Chevrolet",5,3,3,5,5,5,2,2,5,5,3,5,5,5,2,2425,"Detratores"
"Montana",52,"Chevrolet",9,7,8,10,10,10,10,8,7,10,7,8,9,5,10,2426,"Promotores"
"Montana",53,"Chevrolet",10,8,8,9,9,10,8,9,9,8,8,7,8,7,8,2427,"Passivos"
"Montana",54,"Chevrolet",7,4,8,10,10,10,9,5,9,10,10,8,5,10,7,2428,"Passivos"
"Montana",55,"Chevrolet",10,7,9,9,7,10,10,10,8,8,4,0,9,8,10,2429,"Promotores"
"Montana",56,"Chevrolet",8,5,8,7,6,8,8,8,3,7,5,5,7,9,7,2430,"Passivos"
"Montana",57,"Chevrolet",8,7,8,8,7,9,8,8,7,8,8,9,7,5,7,2431,"Passivos"
"Montana",58,"Chevrolet",10,6,9,8,8,10,9,9,10,10,10,7,10,6,9,2432,"Promotores"
"Montana",59,"Chevrolet",10,8,10,10,10,8,7,8,9,10,10,7,9,10,10,2433,"Promotores"
"Montana",60,"Chevrolet",10,9,10,10,10,10,10,9,9,10,10,8,10,9,10,2434,"Promotores"
"Montana",61,"Chevrolet",10,8,8,10,9,10,10,9,10,7,9,5,4,7,8,2435,"Passivos"
"Montana",62,"Chevrolet",10,10,10,10,10,10,10,9,10,10,8,9,10,10,10,2436,"Promotores"
"Montana",63,"Chevrolet",9,7,8,8,5,8,5,8,8,10,9,7,7,8,7,2437,"Passivos"
"Montana",64,"Chevrolet",10,10,10,10,10,10,10,10,10,8,9,10,9,9,10,2438,"Promotores"
"Montana",65,"Chevrolet",5,3,3,3,4,6,3,4,6,4,0,5,3,3,0,2439,"Detratores"
"Montana",66,"Chevrolet",9,9,10,10,8,8,10,10,10,9,7,6,7,8,10,2440,"Promotores"
"Montana",67,"Chevrolet",9,8,9,9,9,8,10,8,7,9,8,7,7,8,9,2441,"Promotores"
"Montana",68,"Chevrolet",7,1,3,9,3,10,6,1,4,3,8,1,2,8,3,2442,"Detratores"
"Montana",69,"Chevrolet",8,5,6,7,5,4,5,4,7,6,7,4,6,2,0,2443,"Detratores"
"Montana",70,"Chevrolet",9,7,7,6,6,10,9,9,8,8,9,8,8,9,10,2444,"Promotores"
"Montana",71,"Chevrolet",9,9,8,10,10,10,10,10,10,7,5,10,8,7,10,2445,"Promotores"
"Montana",72,"Chevrolet",9,8,9,10,9,10,10,10,9,8,8,5,8,8,9,2446,"Promotores"
"Montana",73,"Chevrolet",9,2,3,4,7,0,8,7,6,7,2,3,4,5,2,2447,"Detratores"
"Montana",74,"Chevrolet",10,10,10,10,10,10,6,9,10,10,10,10,9,8,10,2448,"Promotores"
"Montana",75,"Chevrolet",10,9,7,9,10,8,9,9,9,8,8,8,8,8,10,2449,"Promotores"
"Montana",76,"Chevrolet",10,8,8,8,9,10,10,10,10,8,8,5,7,8,8,2450,"Passivos"
"Montana",77,"Chevrolet",9,9,9,10,10,10,10,8,9,9,10,8,8,7,10,2451,"Promotores"
"Montana",78,"Chevrolet",9,8,8,10,8,10,7,6,7,7,5,5,5,8,8,2452,"Passivos"
"Montana",79,"Chevrolet",9,8,8,7,6,9,9,9,8,10,9,7,10,7,8,2453,"Passivos"
"Montana",80,"Chevrolet",8,4,5,8,9,7,6,6,7,9,9,7,8,7,8,2454,"Passivos"
"Montana",81,"Chevrolet",9,7,7,9,8,10,10,10,8,9,9,9,10,8,10,2455,"Promotores"
"Montana",82,"Chevrolet",9,8,9,10,10,8,6,8,6,9,9,3,7,7,7,2456,"Passivos"
"Montana",83,"Chevrolet",10,8,10,10,10,10,9,8,9,9,9,8,8,9,9,2457,"Promotores"
"Montana",84,"Chevrolet",9,7,5,9,10,10,9,10,6,10,10,8,8,10,10,2458,"Promotores"
"Montana",85,"Chevrolet",7,6,6,4,9,9,7,8,9,4,5,7,8,9,7,2459,"Passivos"
"Montana",86,"Chevrolet",8,4,8,8,10,6,7,7,4,10,10,9,7,8,8,2460,"Passivos"
"Montana",87,"Chevrolet",10,7,10,10,9,10,10,10,9,9,10,9,10,10,10,2461,"Promotores"
"Montana",88,"Chevrolet",10,8,8,10,9,10,8,9,9,9,9,7,8,8,9,2462,"Promotores"
