"carro","dono","marca","Estilo","Acabamento","Posição de dirigir","Instrumentos","Interior","Porta-malas","Desempenho","Motor","Câmbio","Freios","Suspensão","Consumo","Estabilidade","Custo-Benefício ","Recomendação"
"Saveiro",71,"Volkswagen",10,9,10,8,9,10,10,10,9,10,10,9,10,10,10
"Saveiro",72,"Volkswagen",10,9,10,10,10,10,9,10,10,10,9,9,9,9,9
"Saveiro",73,"Volkswagen",10,8,9,0,7,9,9,9,10,10,9,10,10,9,10
"Saveiro",74,"Volkswagen",10,10,10,6,8,10,10,10,10,10,9,7,10,9,10
"Saveiro",75,"Volkswagen",10,9,9,9,6,10,10,10,10,10,9,7,9,6,9
"Voyage",1,"Volkswagen",10,6,8,5,5,10,8,8,10,9,10,10,10,10,10
"Voyage",2,"Volkswagen",10,8,10,10,10,10,10,10,10,7,5,10,10,10,10
"Voyage",3,"Volkswagen",8,5,8,7,7,6,8,2,8,7,5,8,8,8,7
"Voyage",4,"Volkswagen",9,7,7,7,6,9,7,8,10,9,6,9,9,7,7
"Voyage",5,"Volkswagen",8,7,7,8,3,9,2,8,8,7,3,9,9,8,4
"Voyage",6,"Volkswagen",9,7,7,10,9,8,6,7,9,8,7,8,8,8,8
"Voyage",7,"Volkswagen",9,6,8,8,7,7,8,7,9,7,5,6,6,7,7
"Voyage",8,"Volkswagen",8,6,7,10,8,9,9,9,9,10,9,7,8,8,7
"Voyage",9,"Volkswagen",8,6,8,10,9,7,0,5,5,0,6,0,6,5,0
"Voyage",10,"Volkswagen",9,3,5,7,6,6,4,4,8,7,4,5,8,7,5
"Voyage",11,"Volkswagen",6,1,5,3,4,5,8,7,7,8,7,7,7,4,4
"Voyage",12,"Volkswagen",9,7,8,8,9,8,9,10,9,9,10,9,9,9,9
"Voyage",13,"Volkswagen",9,6,6,6,6,9,8,5,7,9,8,7,8,6,5
"Voyage",14,"Volkswagen",10,4,4,3,4,8,8,2,8,3,4,7,9,7,4
"Voyage",15,"Volkswagen",8,5,2,4,6,7,1,0,3,0,3,0,0,0,1
"Voyage",16,"Volkswagen",7,4,4,5,4,9,6,7,8,9,5,7,7,8,0
"Voyage",17,"Volkswagen",9,3,8,8,7,10,10,10,10,4,6,10,2,7,9
"Voyage",18,"Volkswagen",9,8,10,6,7,9,10,10,10,8,8,9,9,8,9
"Voyage",19,"Volkswagen",10,9,9,10,9,10,9,9,9,9,10,8,10,9,10
"Voyage",20,"Volkswagen",9,7,7,5,6,8,8,8,8,8,8,10,8,9,8
"Voyage",21,"Volkswagen",9,8,8,9,9,10,9,8,8,7,9,9,9,8,8
"Voyage",22,"Volkswagen",10,0,5,5,5,10,2,0,0,5,0,5,5,4,0
"Voyage",23,"Volkswagen",9,9,6,5,7,10,9,9,0,4,4,4,7,2,2
"Voyage",24,"Volkswagen",5,1,3,10,4,3,8,2,7,5,3,5,8,3,2
"Voyage",25,"Volkswagen",9,2,9,8,6,5,8,9,9,9,5,7,8,8,10
"Voyage",26,"Volkswagen",8,6,7,8,8,8,7,8,8,8,8,8,8,6,7
"Voyage",27,"Volkswagen",6,1,6,8,8,8,7,1,7,7,1,5,8,2,1
"Voyage",28,"Volkswagen",9,4,7,9,6,9,5,9,9,9,8,7,6,6,5
"Voyage",29,"Volkswagen",10,5,5,5,5,8,6,4,4,7,5,7,6,8,8
"Voyage",30,"Volkswagen",9,9,8,10,9,10,10,10,10,10,9,10,10,9,9
"Voyage",31,"Volkswagen",7,6,6,7,6,8,5,4,5,7,4,5,8,6,4
"Voyage",32,"Volkswagen",8,7,8,9,8,9,9,8,8,9,8,8,9,8,6
"Voyage",33,"Volkswagen",7,7,6,10,9,9,8,7,7,8,5,7,7,6,4
"Voyage",34,"Volkswagen",9,8,7,8,7,9,9,7,10,8,7,8,8,7,8
"Voyage",35,"Volkswagen",9,8,9,8,7,9,7,8,10,10,8,7,9,8,8
"Voyage",36,"Volkswagen",4,1,1,7,6,7,5,3,4,6,6,7,7,5,0
"Voyage",37,"Volkswagen",8,6,5,10,9,9,7,2,8,6,4,9,7,4,2
"Voyage",38,"Volkswagen",10,5,10,10,8,10,10,10,10,10,7,9,10,8,10
"Voyage",39,"Volkswagen",10,7,9,10,9,7,10,8,10,10,8,10,10,6,10
"Voyage",40,"Volkswagen",9,6,7,10,9,9,7,3,8,6,5,9,9,4,4
"Voyage",41,"Volkswagen",10,9,9,10,9,9,10,10,9,8,8,8,9,8,6
"Voyage",42,"Volkswagen",7,0,4,4,4,8,10,10,10,9,0,9,2,4,3
"Voyage",43,"Volkswagen",10,9,9,9,7,10,10,9,8,9,9,10,10,10,10
"Voyage",44,"Volkswagen",8,6,6,9,6,9,9,7,10,10,6,8,8,7,7
"Voyage",45,"Volkswagen",8,6,9,9,8,9,9,9,10,7,6,9,9,8,8
"Voyage",46,"Volkswagen",9,5,6,6,6,10,5,8,8,8,8,6,6,8,6
"Voyage",47,"Volkswagen",10,8,10,8,10,10,8,7,8,10,6,3,6,7,5
"Voyage",48,"Volkswagen",8,4,8,7,5,9,6,0,6,7,3,5,7,0,0
"Voyage",49,"Volkswagen",8,5,5,8,5,8,5,5,2,6,5,4,5,0,0
"Voyage",50,"Volkswagen",10,9,10,10,10,10,10,9,10,9,10,10,9,7,9
"Voyage",51,"Volkswagen",9,3,9,9,8,10,9,9,9,9,9,10,6,10,10
"Voyage",52,"Volkswagen",9,8,8,9,9,9,10,10,10,10,5,10,10,10,10
"Voyage",53,"Volkswagen",10,10,10,10,10,10,10,10,10,8,8,10,10,8,10
"Voyage",54,"Volkswagen",9,8,10,8,8,10,9,10,10,10,7,7,10,9,10
"Voyage",55,"Volkswagen",10,7,8,10,7,8,8,9,9,10,8,8,10,7,8
"Voyage",56,"Volkswagen",9,8,9,9,6,10,9,9,9,9,9,8,9,9,10
"Voyage",57,"Volkswagen",7,7,6,7,5,8,7,8,8,8,8,9,8,8,8
"Voyage",58,"Volkswagen",10,10,10,10,10,9,9,10,10,10,10,10,10,9,9
"Voyage",59,"Volkswagen",10,7,8,8,7,7,6,7,10,10,6,9,10,5,7
"Voyage",60,"Volkswagen",9,10,10,9,10,10,10,10,10,10,10,10,10,9,10
"Voyage",61,"Volkswagen",10,9,9,10,10,10,8,9,10,10,9,10,10,10,10
"Voyage",62,"Volkswagen",9,9,9,9,8,8,10,8,9,8,8,8,9,9,9
"Voyage",63,"Volkswagen",8,6,7,9,7,9,7,7,7,7,5,8,6,7,8
"Voyage",64,"Volkswagen",8,5,8,8,7,9,9,9,9,9,9,8,8,7,8
"Voyage",65,"Volkswagen",7,2,6,0,1,5,2,0,5,7,7,9,8,6,0
"Voyage",66,"Volkswagen",9,9,6,8,5,7,7,7,7,8,8,8,6,7,7
"Voyage",67,"Volkswagen",7,7,8,6,3,8,1,1,7,8,1,0,9,5,1
"Voyage",68,"Volkswagen",8,8,9,8,8,10,9,8,10,10,9,9,9,8,9
"Voyage",69,"Volkswagen",9,8,7,8,8,9,9,7,8,8,6,9,9,8,9
"Voyage",70,"Volkswagen",8,3,5,6,3,8,2,1,2,3,4,3,8,6,0
"Voyage",71,"Volkswagen",8,7,8,9,8,9,8,8,8,8,8,9,9,7,8
"Voyage",72,"Volkswagen",8,7,7,8,8,10,8,9,9,8,9,10,9,9,9
"Voyage",73,"Volkswagen",10,9,6,10,9,9,7,7,6,6,3,8,10,7,7
"Voyage",74,"Volkswagen",7,5,7,5,7,7,2,5,5,5,5,2,5,5,5
"Voyage",75,"Volkswagen",10,10,10,10,10,10,7,8,8,9,8,7,9,7,8
"Voyage",76,"Volkswagen",7,7,9,9,8,8,9,8,9,8,7,10,8,8,9
"Voyage",77,"Volkswagen",10,3,7,7,1,1,7,1,6,6,1,6,6,3,1
"Voyage",78,"Volkswagen",7,0,5,3,4,9,1,4,8,5,0,6,5,3,0
"Voyage",79,"Volkswagen",9,4,6,8,6,9,6,7,7,6,3,4,6,7,7
"Voyage",80,"Volkswagen",8,7,10,10,10,8,10,6,10,10,10,8,10,8,8
"Voyage",81,"Volkswagen",8,6,2,7,7,7,6,0,6,7,7,7,7,5,1
"Voyage",82,"Volkswagen",8,2,7,9,3,8,10,8,8,8,2,9,8,7,4
"Voyage",83,"Volkswagen",8,4,6,3,7,9,7,0,5,6,6,3,5,4,0
"Voyage",84,"Volkswagen",9,7,9,8,8,9,9,9,9,9,9,6,9,8,7
"Voyage",85,"Volkswagen",5,3,5,10,5,9,5,5,3,8,8,3,7,5,5
"Voyage",86,"Volkswagen",10,0,7,8,9,8,8,7,9,8,8,0,8,8,7
"Voyage",87,"Volkswagen",9,9,9,9,9,10,7,7,7,7,8,9,8,8,7
"Voyage",88,"Volkswagen",8,6,8,8,9,10,7,7,8,8,9,10,10,8,8
"Voyage",89,"Volkswagen",8,7,9,9,10,10,10,10,9,10,10,10,9,7,9
"Voyage",90,"Volkswagen",10,5,6,10,3,10,10,10,10,5,5,8,10,7,7
"Voyage",91,"Volkswagen",10,6,10,9,9,10,10,10,10,9,9,8,10,8,10
"Voyage",92,"Volkswagen",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Voyage",93,"Volkswagen",10,7,9,10,7,10,9,8,10,9,8,9,8,6,8
"Voyage",94,"Volkswagen",7,2,7,7,2,7,7,7,7,3,2,7,7,5,0
"Voyage",95,"Volkswagen",10,10,10,10,10,10,9,10,10,10,10,9,10,10,10
"Voyage",96,"Volkswagen",10,10,10,10,10,10,10,10,10,9,9,10,10,10,10
"Voyage",97,"Volkswagen",10,6,6,8,8,9,7,8,10,9,8,7,9,8,9
"Voyage",98,"Volkswagen",9,8,10,10,10,10,10,10,10,9,9,10,10,9,10
"Voyage",99,"Volkswagen",9,9,10,10,10,9,9,10,10,10,10,10,10,10,10
"Voyage",100,"Volkswagen",9,7,9,10,9,10,8,9,7,8,8,7,10,9,9
"Voyage",101,"Volkswagen",10,7,8,8,6,10,9,9,10,10,7,10,9,8,10
"Voyage",102,"Volkswagen",8,5,10,10,9,10,8,10,10,6,6,10,10,9,10
"Voyage",103,"Volkswagen",9,7,6,8,8,10,7,8,8,7,7,7,5,7,8
"Voyage",104,"Volkswagen",8,6,10,10,9,10,10,10,9,7,10,10,10,10,9
"Voyage",105,"Volkswagen",8,7,5,8,8,9,9,5,9,5,3,4,7,6,6
"Voyage",106,"Volkswagen",8,7,9,8,7,10,7,8,8,8,8,8,7,8,8
"Voyage",107,"Volkswagen",6,4,7,7,6,8,7,7,9,5,6,9,8,7,8
"Voyage",108,"Volkswagen",8,6,6,9,6,9,9,9,9,8,8,9,9,8,9
"Voyage",109,"Volkswagen",10,6,8,9,7,9,9,8,9,8,7,7,8,8,9
"Voyage",110,"Volkswagen",10,9,8,9,9,10,10,10,10,8,5,9,9,10,10
"Voyage",111,"Volkswagen",10,9,9,10,10,10,9,9,10,10,10,9,10,9,10
"Voyage",112,"Volkswagen",8,8,8,7,8,9,9,9,9,9,9,9,9,9,9
"Voyage",113,"Volkswagen",6,0,3,2,5,9,5,7,7,5,5,0,5,0,0
"Voyage",114,"Volkswagen",8,4,9,9,5,8,1,1,8,9,2,5,9,5,1
"Voyage",115,"Volkswagen",9,8,9,10,5,9,10,9,10,10,9,10,7,8,9
"Voyage",116,"Volkswagen",10,9,9,8,9,10,10,10,10,10,10,10,10,10,10
"Voyage",117,"Volkswagen",9,9,6,8,5,8,7,5,7,8,5,7,8,8,7
"Voyage",118,"Volkswagen",9,8,8,8,9,10,6,10,10,9,6,9,10,10,10
"Voyage",119,"Volkswagen",8,4,5,7,4,3,4,6,9,9,7,7,9,7,6
"Voyage",120,"Volkswagen",8,6,8,8,7,9,5,4,7,7,7,4,8,7,5
"Voyage",121,"Volkswagen",10,7,8,9,9,10,10,9,10,10,10,8,9,8,8
"Voyage",122,"Volkswagen",10,9,9,9,9,10,9,9,8,8,9,10,9,9,9
"Voyage",123,"Volkswagen",8,6,8,8,7,10,9,7,7,9,8,9,8,8,8
"Voyage",124,"Volkswagen",10,7,10,8,5,10,3,3,10,4,10,0,10,6,6
"Voyage",125,"Volkswagen",7,7,8,8,7,8,8,8,10,8,7,9,8,7,7
"Voyage",126,"Volkswagen",8,6,8,9,7,9,8,9,9,8,8,6,8,7,8
"Voyage",127,"Volkswagen",9,8,9,9,9,9,9,8,10,10,6,5,10,8,8
"Voyage",128,"Volkswagen",10,8,8,8,8,10,10,10,10,10,9,10,9,10,10
"Voyage",129,"Volkswagen",10,8,9,9,9,10,8,9,10,10,9,10,10,10,10
"Voyage",130,"Volkswagen",10,7,3,8,3,7,8,0,8,5,5,8,8,6,0
"Voyage",131,"Volkswagen",9,8,10,10,10,9,10,10,10,10,10,9,10,10,10
"Voyage",132,"Volkswagen",9,4,9,9,6,8,10,10,10,8,9,10,10,9,7
"Voyage",133,"Volkswagen",8,5,7,7,7,7,7,0,5,4,0,4,5,3,0
"Voyage",134,"Volkswagen",8,7,8,10,8,8,9,10,10,10,7,10,8,10,9
"Voyage",135,"Volkswagen",9,0,8,0,7,8,9,8,8,7,8,7,9,7,8
"Voyage",136,"Volkswagen",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Voyage",137,"Volkswagen",10,8,10,9,8,7,9,9,10,10,9,8,8,9,9
"Voyage",138,"Volkswagen",10,8,9,10,9,9,10,10,10,10,10,10,10,9,9
"Voyage",139,"Volkswagen",10,3,7,7,8,9,8,4,8,7,5,7,9,8,8
"Voyage",140,"Volkswagen",8,2,4,5,3,6,5,5,5,5,5,5,5,5,4
"Voyage",141,"Volkswagen",9,2,8,8,6,10,8,8,8,6,6,6,7,7,8
"Voyage",142,"Volkswagen",9,9,9,9,9,9,6,9,9,9,9,9,9,10,9
"Voyage",143,"Volkswagen",7,2,6,9,7,10,4,0,8,0,7,0,10,0,0
"Voyage",144,"Volkswagen",7,4,8,7,7,8,6,0,5,5,4,7,7,5,0
"Voyage",145,"Volkswagen",10,1,8,5,5,6,0,0,3,0,3,3,9,0,0
"Voyage",146,"Volkswagen",8,6,8,8,5,10,3,7,7,4,6,8,5,0,5
"Voyage",147,"Volkswagen",8,1,1,4,4,8,10,10,10,6,10,7,5,3,3
"Voyage",148,"Volkswagen",8,1,5,5,0,7,8,0,8,3,5,10,8,5,0
"Voyage",149,"Volkswagen",8,3,8,8,8,10,9,8,8,8,8,8,9,8,8
"Voyage",150,"Volkswagen",9,2,5,8,6,10,10,6,9,6,4,9,4,5,0
"Voyage",151,"Volkswagen",8,5,8,9,8,9,9,9,10,10,8,8,9,8,8
"Voyage",152,"Volkswagen",8,6,8,10,8,10,9,10,10,9,8,10,9,10,9
"Voyage",153,"Volkswagen",7,0,5,5,5,5,5,3,7,3,0,5,7,5,5
"Voyage",154,"Volkswagen",10,8,8,10,8,9,10,8,10,9,6,10,9,9,9
"Voyage",155,"Volkswagen",9,0,7,8,1,9,5,0,10,10,0,6,5,3,3
"Voyage",156,"Volkswagen",9,3,5,7,6,9,7,7,9,7,1,8,8,6,6
"Voyage",157,"Volkswagen",10,8,9,10,8,10,9,9,9,8,9,8,9,9,10
"Voyage",158,"Volkswagen",9,6,10,10,9,10,10,10,10,10,10,10,10,10,10
"Voyage",159,"Volkswagen",10,8,9,9,10,10,7,7,7,5,10,10,8,8,9
"Voyage",160,"Volkswagen",8,8,8,8,9,10,7,8,9,8,8,8,8,6,9
"Voyage",161,"Volkswagen",9,7,9,8,9,10,9,8,7,7,7,10,10,9,9
"Voyage",162,"Volkswagen",8,0,6,7,5,8,0,4,9,4,0,2,2,2,0
"Voyage",163,"Volkswagen",8,5,7,8,8,8,8,5,8,7,5,8,8,8,0
"Voyage",164,"Volkswagen",9,8,7,8,8,9,7,8,9,8,5,6,9,8,8
"Voyage",165,"Volkswagen",10,9,10,10,10,10,10,10,10,10,10,10,10,10,10
"Voyage",166,"Volkswagen",6,3,8,7,7,10,6,8,7,7,6,9,8,9,9
"Voyage",167,"Volkswagen",7,7,8,7,6,8,5,6,8,8,8,10,9,7,8
"Voyage",168,"Volkswagen",10,6,10,10,5,10,5,10,10,0,10,9,10,7,6
"Voyage",169,"Volkswagen",9,7,7,9,7,7,7,9,9,7,10,9,8,8,8
"Voyage",170,"Volkswagen",9,7,7,9,9,8,10,9,10,8,9,10,10,8,10
"Voyage",171,"Volkswagen",9,6,5,6,4,8,8,8,7,4,2,8,7,4,2
"Voyage",172,"Volkswagen",8,7,8,8,8,10,10,9,10,6,6,10,10,9,10
"Voyage",173,"Volkswagen",7,1,0,9,3,1,3,0,2,1,6,1,3,5,0
"Voyage",174,"Volkswagen",10,8,6,9,9,10,9,9,9,9,9,9,9,9,0
"Voyage",175,"Volkswagen",9,8,9,9,7,7,8,8,10,9,9,10,8,9,9
"Voyage",176,"Volkswagen",10,7,8,7,8,10,10,9,10,10,7,10,9,9,10
"Voyage",177,"Volkswagen",8,7,8,7,8,9,7,9,9,7,8,7,9,7,7
"Voyage",178,"Volkswagen",10,5,4,8,6,8,5,5,8,1,4,5,7,6,7
"Voyage",179,"Volkswagen",6,2,4,4,3,8,1,0,5,0,0,5,3,0,1
"Voyage",180,"Volkswagen",10,6,4,6,5,9,4,3,9,7,4,5,8,7,4
"Voyage",181,"Volkswagen",10,7,7,8,7,9,9,9,9,6,8,8,8,8,7
"Voyage",182,"Volkswagen",10,5,8,8,8,10,10,10,9,10,10,10,10,8,10
"Voyage",183,"Volkswagen",8,7,5,7,7,9,9,9,8,7,9,7,8,8,7
"Voyage",184,"Volkswagen",9,7,10,10,9,10,9,10,10,7,7,9,10,10,10
"Voyage",185,"Volkswagen",8,6,6,8,8,8,3,0,4,4,6,6,7,6,1
"Voyage",186,"Volkswagen",8,2,8,7,7,7,6,0,0,2,5,6,8,4,0
"Voyage",187,"Volkswagen",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Voyage",188,"Volkswagen",9,9,10,10,10,10,8,10,9,8,7,8,9,8,9
"Voyage",189,"Volkswagen",10,10,10,10,10,10,8,1,10,8,8,10,10,4,10
"Voyage",190,"Volkswagen",8,9,9,10,10,9,9,8,10,10,8,9,7,10,10
"Voyage",191,"Volkswagen",9,10,9,10,9,10,8,10,10,10,9,7,9,8,10
"Voyage",192,"Volkswagen",10,8,8,10,6,10,1,5,10,10,8,8,8,8,9
"Voyage",193,"Volkswagen",9,8,9,9,9,10,10,7,9,9,9,10,10,9,9
"Voyage",194,"Volkswagen",9,7,10,9,8,9,10,9,10,9,7,8,10,9,10
"Voyage",195,"Volkswagen",10,6,9,10,8,9,8,10,9,7,7,8,8,8,10
"Voyage",196,"Volkswagen",10,10,9,10,10,10,10,10,10,10,10,10,10,7,10
"Voyage",197,"Volkswagen",10,8,9,10,9,10,8,7,10,10,10,8,10,10,10
"Voyage",198,"Volkswagen",10,0,4,0,0,5,0,5,9,5,0,0,10,2,0
"Voyage",199,"Volkswagen",9,7,8,8,8,9,7,7,9,9,8,10,9,8,8
"Voyage",200,"Volkswagen",10,5,8,10,8,10,7,7,10,10,7,8,10,10,10
"Voyage",201,"Volkswagen",10,8,10,9,9,8,9,9,10,9,9,8,9,10,10
"Voyage",202,"Volkswagen",9,7,8,9,9,10,9,9,10,9,10,10,9,9,9
"Voyage",203,"Volkswagen",9,8,9,8,9,9,9,9,9,9,8,9,9,9,9
"Voyage",204,"Volkswagen",8,7,9,8,8,8,9,8,8,8,7,9,9,8,8
"Voyage",205,"Volkswagen",8,6,5,5,5,5,3,1,3,7,8,5,8,1,8
"Voyage",206,"Volkswagen",9,7,8,9,9,8,10,10,10,10,8,9,9,8,9
"Voyage",207,"Volkswagen",10,9,10,10,8,10,7,8,10,9,9,10,10,9,10
"Voyage",208,"Volkswagen",7,6,5,8,6,6,3,4,8,6,6,6,8,6,2
"Voyage",209,"Volkswagen",8,8,8,7,8,8,7,2,8,8,8,6,8,4,3
"Voyage",210,"Volkswagen",10,8,8,9,10,10,9,8,10,8,8,10,9,8,10
"Voyage",211,"Volkswagen",3,4,6,4,4,5,0,0,0,0,2,0,3,0,0
"Voyage",212,"Volkswagen",10,9,9,9,9,10,9,9,9,9,9,9,9,9,5
"Voyage",213,"Volkswagen",9,9,10,10,9,8,10,9,10,10,10,10,10,8,10
"Voyage",214,"Volkswagen",8,8,7,9,8,10,7,6,8,10,7,9,9,8,8
"Voyage",215,"Volkswagen",9,7,8,9,8,8,9,8,8,8,8,7,8,8,9
"Voyage",216,"Volkswagen",10,8,5,8,6,10,7,5,10,10,10,8,8,8,5
"Voyage",217,"Volkswagen",10,7,8,9,8,9,9,10,10,8,9,10,9,9,10
"Voyage",218,"Volkswagen",10,9,9,10,9,10,7,9,10,10,10,10,10,10,10
"Voyage",219,"Volkswagen",7,1,1,1,2,5,0,0,0,0,0,2,3,1,0
"Voyage",220,"Volkswagen",10,8,8,9,9,9,8,9,10,8,8,8,9,9,10
"Voyage",221,"Volkswagen",7,4,6,8,8,8,2,3,3,4,4,1,5,3,0
"Voyage",222,"Volkswagen",10,5,8,8,9,9,7,7,10,8,8,8,9,7,8
"Voyage",223,"Volkswagen",8,2,5,10,8,9,10,9,10,5,9,10,9,4,9
"Voyage",224,"Volkswagen",10,8,9,10,10,10,10,9,10,10,8,10,9,8,9
"Voyage",225,"Volkswagen",7,3,8,7,7,8,7,7,10,4,7,9,9,8,4
"Voyage",226,"Volkswagen",10,1,4,10,3,10,10,10,10,10,0,10,1,7,5
"Voyage",227,"Volkswagen",9,9,6,8,8,9,10,9,8,6,8,8,9,8,8
"Voyage",228,"Volkswagen",10,8,10,10,9,10,8,7,8,5,8,6,9,10,10
"Voyage",229,"Volkswagen",9,6,7,8,8,8,7,0,6,6,9,8,8,8,7
"Voyage",230,"Volkswagen",8,8,7,9,7,10,9,8,8,8,8,4,7,7,8
"Voyage",231,"Volkswagen",9,9,10,6,9,10,8,5,8,9,8,9,8,9,10
"Voyage",232,"Volkswagen",9,5,7,8,6,7,8,6,10,10,9,10,7,10,9
"Voyage",233,"Volkswagen",9,6,7,8,6,6,6,5,8,9,7,9,8,8,8
"Voyage",234,"Volkswagen",8,6,8,8,8,9,4,1,5,7,7,5,7,6,4
"Voyage",235,"Volkswagen",9,9,9,8,8,9,8,9,9,8,8,8,8,8,8
"Voyage",236,"Volkswagen",8,7,7,8,6,8,7,8,6,6,7,8,9,8,8
"Voyage",237,"Volkswagen",8,0,5,6,4,9,4,0,5,4,2,5,4,2,0
"Voyage",238,"Volkswagen",10,5,8,9,9,10,9,10,9,9,9,10,10,10,10
"Voyage",239,"Volkswagen",8,2,7,5,3,8,3,4,0,8,0,3,3,3,3
"Voyage",240,"Volkswagen",9,7,8,9,7,10,2,7,9,8,8,2,8,7,7
"Voyage",241,"Volkswagen",10,9,10,10,9,9,9,8,10,10,8,8,10,8,9
"Voyage",242,"Volkswagen",10,8,9,9,10,10,10,10,10,9,9,10,10,10,10
"Voyage",243,"Volkswagen",9,7,10,8,10,10,10,9,10,8,3,8,8,8,7
"Voyage",244,"Volkswagen",9,5,8,8,9,8,5,6,9,9,2,5,9,6,5
"Voyage",245,"Volkswagen",7,6,7,8,8,9,7,1,10,0,4,8,7,8,7
"Voyage",246,"Volkswagen",7,7,7,7,7,7,8,6,9,5,5,7,8,6,6
"Voyage",247,"Volkswagen",10,8,10,8,10,10,6,7,8,7,8,6,9,9,8
"Voyage",248,"Volkswagen",10,8,10,7,8,10,10,10,10,9,9,8,9,8,10
"Voyage",249,"Volkswagen",10,10,8,10,10,10,10,9,8,10,7,10,10,10,10
"Voyage",250,"Volkswagen",9,7,8,8,10,10,7,8,9,9,8,10,10,10,8
"Voyage",251,"Volkswagen",9,8,8,9,9,10,7,7,8,8,9,8,9,10,10
"Voyage",252,"Volkswagen",6,4,4,6,5,8,8,6,8,8,6,6,8,5,4
"Voyage",253,"Volkswagen",10,10,10,10,10,10,10,9,10,10,10,9,10,10,10
"Voyage",254,"Volkswagen",10,8,9,9,8,9,5,7,9,9,8,7,10,8,8
"Voyage",255,"Volkswagen",9,8,8,9,9,10,7,8,10,6,7,9,9,5,5
"Voyage",256,"Volkswagen",8,6,6,3,4,0,9,2,8,6,5,0,5,7,5
"Voyage",257,"Volkswagen",10,10,7,9,8,9,6,8,9,9,9,9,9,8,9
"Voyage",258,"Volkswagen",8,7,7,8,7,9,7,8,9,8,9,8,10,9,10
"Voyage",259,"Volkswagen",9,3,8,8,5,9,8,3,8,8,4,9,8,6,5
"Voyage",260,"Volkswagen",9,8,8,8,5,10,6,7,7,5,5,8,8,5,7
"Voyage",261,"Volkswagen",10,5,7,9,9,9,8,8,8,9,9,10,8,8,8
"Voyage",262,"Volkswagen",9,7,8,8,8,8,10,10,10,10,9,10,9,9,10
"Voyage",263,"Volkswagen",8,0,4,5,5,8,8,8,7,5,7,8,8,5,0
"Voyage",264,"Volkswagen",7,1,3,5,3,7,7,5,3,1,0,3,5,3,0
"Voyage",265,"Volkswagen",6,4,6,5,8,8,4,4,7,4,4,5,6,6,4
"Voyage",266,"Volkswagen",9,7,8,6,7,8,8,8,9,7,6,7,6,7,6
"Voyage",267,"Volkswagen",8,3,4,3,4,9,5,2,2,0,2,4,5,4,4
"Voyage",268,"Volkswagen",10,9,9,10,10,10,5,10,10,7,10,7,10,10,10
"Voyage",269,"Volkswagen",6,0,3,0,1,6,1,0,3,3,0,5,5,0,0
"Voyage",270,"Volkswagen",10,7,10,10,8,8,10,10,10,8,7,10,0,10,10
"Voyage",271,"Volkswagen",6,6,5,4,6,8,3,0,0,5,0,5,6,0,0
"Voyage",272,"Volkswagen",8,5,8,5,5,8,8,6,7,6,1,6,6,5,7
"Voyage",273,"Volkswagen",8,0,3,0,0,4,0,0,3,5,1,0,5,0,0
"Voyage",274,"Volkswagen",10,4,8,6,7,9,10,10,9,8,3,8,10,7,8
"Voyage",275,"Volkswagen",9,3,6,9,9,8,5,0,9,5,5,9,10,6,2
"Voyage",276,"Volkswagen",10,8,10,9,10,7,10,10,10,10,9,10,10,10,10
"Voyage",277,"Volkswagen",9,6,6,6,6,9,7,7,7,8,5,5,7,5,5
"Voyage",278,"Volkswagen",10,5,7,5,10,10,7,5,9,8,8,2,9,5,7
"Voyage",279,"Volkswagen",10,4,8,8,8,9,8,8,6,2,10,2,10,5,5
"Voyage",280,"Volkswagen",9,8,7,8,8,8,7,8,8,8,7,6,7,7,8
"Voyage",281,"Volkswagen",10,9,9,9,9,10,9,8,10,10,10,9,10,10,10
"Voyage",282,"Volkswagen",8,7,8,8,9,9,7,8,10,9,9,8,10,9,9
"Voyage",283,"Volkswagen",10,4,8,6,8,8,4,6,8,7,6,5,9,8,8
"Voyage",284,"Volkswagen",8,4,6,7,8,8,6,3,7,2,3,5,7,7,2
"Voyage",285,"Volkswagen",9,5,0,7,4,3,8,6,6,6,3,4,7,9,0
"Voyage",286,"Volkswagen",9,6,8,7,6,7,6,8,9,3,9,8,9,7,7
"Voyage",287,"Volkswagen",7,2,3,4,5,3,2,1,3,3,1,4,6,4,1
"Voyage",288,"Volkswagen",7,5,6,5,3,6,9,8,7,6,4,5,6,6,6
"Voyage",289,"Volkswagen",7,7,7,7,6,8,7,8,8,7,8,8,8,8,8
"Voyage",290,"Volkswagen",10,7,7,7,7,9,10,0,10,7,2,10,7,5,5
"Voyage",291,"Volkswagen",10,7,8,8,8,9,10,8,10,10,9,8,8,7,10
"Voyage",292,"Volkswagen",10,8,9,8,8,9,8,9,8,8,8,9,9,8,9
"Voyage",293,"Volkswagen",10,6,10,6,10,10,10,10,8,10,10,10,10,8,0
"Voyage",294,"Volkswagen",9,7,8,8,8,10,10,10,10,9,9,8,10,9,9
"Voyage",295,"Volkswagen",10,6,7,10,7,8,8,8,10,9,0,6,10,7,8
"Voyage",296,"Volkswagen",8,8,7,8,7,8,8,10,8,2,8,8,9,7,8
"Voyage",297,"Volkswagen",3,0,1,1,3,4,0,0,1,0,2,2,2,0,0
